,Sequential,Pool,Block,Numba,Thread Number,Image Size
0,0.7977399826049805,1.2629530429840088,1.3064451217651367,0.5818381309509277,1,"(500, 500, 1)"
1,0.7977399826049805,0.8697919845581055,0.892388105392456,0.00197601318359375,2,"(500, 500, 1)"
2,0.7977399826049805,0.7772359848022461,0.7819240093231201,0.001146078109741211,4,"(500, 500, 1)"
3,0.7977399826049805,1.0624680519104004,0.9563159942626953,0.0010056495666503906,8,"(500, 500, 1)"
4,3.2261099815368652,4.471127986907959,4.545652151107788,0.014414072036743164,1,"(1000, 1000, 1)"
5,3.2261099815368652,2.562757968902588,2.5560081005096436,0.007442951202392578,2,"(1000, 1000, 1)"
6,3.2261099815368652,1.758531093597412,1.6073439121246338,0.00397801399230957,4,"(1000, 1000, 1)"
7,3.2261099815368652,1.744081735610962,1.5898828506469727,0.003192901611328125,8,"(1000, 1000, 1)"
8,81.7533609867096,119.83546113967896,111.20280385017395,0.3636782169342041,1,"(5000, 5000, 1)"
9,81.7533609867096,66.4505558013916,56.65123510360718,0.1862809658050537,2,"(5000, 5000, 1)"
10,81.7533609867096,41.44707632064819,32.92379188537598,0.09562897682189941,4,"(5000, 5000, 1)"
11,81.7533609867096,33.274632930755615,27.419188976287842,0.07198905944824219,8,"(5000, 5000, 1)"
12,0.8127932548522949,1.2401270866394043,1.305821180343628,0.004637002944946289,1,"(500, 500, 1)"
13,0.8127932548522949,0.8876261711120605,0.8862349987030029,0.002034902572631836,2,"(500, 500, 1)"
14,0.8127932548522949,0.8404829502105713,0.8083419799804688,0.002479076385498047,4,"(500, 500, 1)"
15,0.8127932548522949,1.0364747047424316,1.0193400382995605,0.0013120174407958984,8,"(500, 500, 1)"
16,3.2811977863311768,4.473294019699097,4.677049875259399,0.014754772186279297,1,"(1000, 1000, 1)"
17,3.2811977863311768,2.5999090671539307,2.5716400146484375,0.00814509391784668,2,"(1000, 1000, 1)"
18,3.2811977863311768,2.088062047958374,2.001047134399414,0.005723237991333008,4,"(1000, 1000, 1)"
19,3.2811977863311768,2.0341808795928955,1.918931007385254,0.0051920413970947266,8,"(1000, 1000, 1)"
20,80.7362871170044,119.46489405632019,109.27286982536316,0.35796093940734863,1,"(5000, 5000, 1)"
21,80.7362871170044,62.427504777908325,55.8981351852417,0.1823573112487793,2,"(5000, 5000, 1)"
22,80.7362871170044,40.45005702972412,34.25050973892212,0.09558296203613281,4,"(5000, 5000, 1)"
23,80.7362871170044,32.451488971710205,24.287169694900513,0.06818604469299316,8,"(5000, 5000, 1)"
24,0.8078231811523438,1.2567062377929688,1.250702142715454,0.003837108612060547,1,"(500, 500, 1)"
25,0.8078231811523438,0.8545742034912109,0.9108290672302246,0.002105236053466797,2,"(500, 500, 1)"
26,0.8078231811523438,0.7791481018066406,0.8171119689941406,0.0012378692626953125,4,"(500, 500, 1)"
27,0.8078231811523438,0.9634690284729004,0.9939169883728027,0.0010466575622558594,8,"(500, 500, 1)"
28,3.2565720081329346,4.430418014526367,4.564050912857056,0.014456033706665039,1,"(1000, 1000, 1)"
29,3.2565720081329346,2.573032855987549,2.576072931289673,0.00745701789855957,2,"(1000, 1000, 1)"
30,3.2565720081329346,1.8109188079833984,1.7800886631011963,0.004173755645751953,4,"(1000, 1000, 1)"
31,3.2565720081329346,1.7453219890594482,1.6556122303009033,0.0036690235137939453,8,"(1000, 1000, 1)"
32,80.97059082984924,118.09212899208069,109.1892716884613,0.3595387935638428,1,"(5000, 5000, 1)"
33,80.97059082984924,63.782084941864014,55.77686095237732,0.18245410919189453,2,"(5000, 5000, 1)"
34,80.97059082984924,41.156837940216064,33.68200492858887,0.09498882293701172,4,"(5000, 5000, 1)"
35,80.97059082984924,32.06016516685486,24.465301990509033,0.06738090515136719,8,"(5000, 5000, 1)"
36,0.8100440502166748,1.2503633499145508,1.3018548488616943,0.003863096237182617,1,"(500, 500, 1)"
37,0.8100440502166748,0.8881568908691406,0.9008150100708008,0.0019991397857666016,2,"(500, 500, 1)"
38,0.8100440502166748,1.015570878982544,0.792510986328125,0.0012149810791015625,4,"(500, 500, 1)"
39,0.8100440502166748,1.176619052886963,0.9917268753051758,0.0012738704681396484,8,"(500, 500, 1)"
40,3.271480083465576,5.324150085449219,4.594191789627075,0.014431953430175781,1,"(1000, 1000, 1)"
41,3.271480083465576,2.5508100986480713,2.5366361141204834,0.0074841976165771484,2,"(1000, 1000, 1)"
42,3.271480083465576,1.8199868202209473,1.6996259689331055,0.004008054733276367,4,"(1000, 1000, 1)"
43,3.271480083465576,1.7987730503082275,1.7479560375213623,0.003407001495361328,8,"(1000, 1000, 1)"
44,80.69973731040955,119.51595401763916,109.37579011917114,0.35856008529663086,1,"(5000, 5000, 1)"
45,80.69973731040955,64.05520176887512,55.94509506225586,0.1825411319732666,2,"(5000, 5000, 1)"
46,80.69973731040955,40.69736194610596,35.05029773712158,0.0955667495727539,4,"(5000, 5000, 1)"
47,80.69973731040955,32.897250175476074,26.250561952590942,0.07863926887512207,8,"(5000, 5000, 1)"
48,0.85371994972229,1.2398788928985596,1.3385961055755615,0.0038099288940429688,1,"(500, 500, 1)"
49,0.85371994972229,0.9271240234375,0.9827051162719727,0.0032799243927001953,2,"(500, 500, 1)"
50,0.85371994972229,0.8574159145355225,0.9010679721832275,0.0018148422241210938,4,"(500, 500, 1)"
51,0.85371994972229,1.1677958965301514,1.0820329189300537,0.0013790130615234375,8,"(500, 500, 1)"
52,3.394623041152954,4.462460041046143,4.570312023162842,0.014477014541625977,1,"(1000, 1000, 1)"
53,3.394623041152954,2.968417167663574,3.0376179218292236,0.008704900741577148,2,"(1000, 1000, 1)"
54,3.394623041152954,2.3593997955322266,2.2673001289367676,0.005728960037231445,4,"(1000, 1000, 1)"
55,3.394623041152954,2.169339179992676,2.0625240802764893,0.004837751388549805,8,"(1000, 1000, 1)"
56,80.77088165283203,118.09055590629578,109.24139404296875,0.35738301277160645,1,"(5000, 5000, 1)"
57,80.77088165283203,63.3674681186676,61.7699236869812,0.18271279335021973,2,"(5000, 5000, 1)"
58,80.77088165283203,39.55800676345825,34.19351291656494,0.09473705291748047,4,"(5000, 5000, 1)"
59,80.77088165283203,34.746047019958496,32.114014863967896,0.07442307472229004,8,"(5000, 5000, 1)"
